question_text,subject,topic,avg_score,correct_percentage,num_students_attempted,num_students_correct,time_taken_minutes,bloom_level,difficulty
Argue the ethical implications of recent discoveries in Macroeconomics.,Economics,Macroeconomics,17.05,0.17,1063.0,181.0,14.2,Evaluate,Hard
Differentiate between the theoretical and practical aspects of Optimization.,Mathematics,Optimization,56.55,0.57,1247.0,705.0,10.8,Analyze,Medium
Execute a procedure based on Thermodynamics guidelines.,Physics,Thermodynamics,43.96,0.44,911.0,400.0,12.0,Apply,Moderate
Describe the mechanism behind Thermodynamics.,Physics,Thermodynamics,94.86,0.95,1136.0,1077.0,1.4,Understand,Easy
Evaluate the impact of Polynomials on society today.,Mathematics,Polynomials,13.93,0.15,2702.0,405.0,14.0,Remember,Moderate
List the main components of Optimization.,Mathematics,Optimization,87.9,0.88,1393.0,1224.0,4.0,Remember,Easy
Argue the ethical implications of recent discoveries in Cell Biology.,Biology,Cell Biology,34.17,0.34,1778.0,607.0,20.7,Evaluate,Hard
Calculate the expected outcome using principles of Linear Algebra.,Mathematics,Linear Algebra,86.32,0.86,1432.0,1236.0,2.4,Apply,Easy
Recall the definition of Data Structures in the context of Computer Science.,Computer Science,Data Structures,58.78,0.59,2760.0,1622.0,7.1,Remember,Medium
Analyze the relationship between Operating Systems and related phenomena.,Computer Science,Operating Systems,23.42,0.23,824.0,192.0,20.0,Analyze,Hard
List the main components of Electromagnetism.,Physics,Electromagnetism,60.94,0.61,921.0,561.0,5.8,Remember,Moderate
Evaluate the impact of Machine Learning on current technological advancements.,Computer Science,Machine Learning,21.13,0.21,1767.0,373.0,13.3,Evaluate,Hard
Compare and contrast the primary theories of Ecology.,Science,Ecology,56.8,0.55,314.0,172.0,4.0,Evaluate,Medium
Identify the key characteristics of Optimization.,Mathematics,Optimization,79.97,0.8,1645.0,1315.0,2.1,Remember,Easy
Summarize the key findings related to Evolution.,Biology,Evolution,47.9,0.48,1156.0,553.0,7.3,Understand,Moderate
Execute a procedure based on Discrete Math guidelines.,Mathematics,Discrete Math,23.07,0.23,449.0,103.0,13.0,Apply,Hard
Assess the validity of the dominant theory in Game Theory.,Economics,Game Theory,63.36,0.63,968.0,613.0,8.8,Evaluate,Medium
Calculate the expected outcome using principles of Ecology.,Biology,Ecology,70.86,0.71,2053.0,1454.0,11.9,Apply,Moderate
Discuss the foundational theories of Microeconomics.,Economics,Microeconomics,84.45,0.84,50.0,42.0,3.9,Understand,Easy
Use the standard model of Machine Learning to predict future states.,Computer Science,Machine Learning,42.1,0.42,1125.0,473.0,8.4,Apply,Moderate
Identify the key characteristics of Algorithms.,Computer Science,Algorithms,55.35,0.55,643.0,355.0,6.6,Remember,Moderate
State the primary theorem in Algorithms.,Computer Science,Algorithms,89.91,0.9,1487.0,1336.0,4.2,Remember,Easy
Discuss the foundational theories of Networking.,Computer Science,Networking,74.97,0.75,1241.0,930.0,6.4,Understand,Moderate
Formulate a hypothesis regarding the future trajectory of Algorithms.,Computer Science,Algorithms,37.21,0.37,1003.0,373.0,16.3,Create,Hard
Summarize the key findings related to Data Structures.,Computer Science,Data Structures,64.29,0.64,1452.0,933.0,8.5,Understand,Moderate
Summarize the key findings related to Linear Algebra.,Mathematics,Linear Algebra,52.1,0.52,1743.0,908.0,5.9,Understand,Moderate
Assess the validity of the dominant theory in Linear Algebra.,Mathematics,Linear Algebra,14.47,0.14,657.0,95.0,15.1,Evaluate,Hard
State the primary theorem in Econometrics.,Economics,Econometrics,64.37,0.64,571.0,367.0,8.5,Remember,Moderate
Calculate the expected outcome using principles of Quantum Mechanics.,Physics,Quantum Mechanics,62.01,0.62,1723.0,1068.0,5.4,Apply,Medium
Apply the concepts of Optimization to a real-world scenario.,Mathematics,Optimization,54.5,0.55,995.0,542.0,9.1,Apply,Medium
Calculate the expected outcome using principles of Electromagnetism.,Physics,Electromagnetism,73.8,0.74,1977.0,1458.0,7.4,Apply,Medium
Summarize the key findings related to Cell Biology.,Biology,Cell Biology,78.65,0.79,1469.0,1155.0,3.8,Understand,Easy
Design a novel experiment to further test the boundaries of Networking.,Computer Science,Networking,47.72,0.48,1732.0,826.0,8.6,Create,Medium
Design a novel experiment to further test the boundaries of Ecology.,Biology,Ecology,39.74,0.4,2472.0,982.0,14.1,Create,Hard
Evaluate the impact of Evolution on current technological advancements.,Biology,Evolution,46.76,0.47,1236.0,577.0,5.7,Evaluate,Moderate
Summarize the key findings related to Physiology.,Biology,Physiology,45.88,0.46,974.0,446.0,6.5,Understand,Moderate
Summarize the key findings related to Econometrics.,Economics,Econometrics,49.96,0.5,1096.0,547.0,11.2,Understand,Moderate
Apply the concepts of Probability to a real-world scenario.,Mathematics,Probability,72.54,0.73,1455.0,1055.0,11.7,Apply,Moderate
Explain how Genetics functions in modern applications.,Biology,Genetics,44.12,0.44,1922.0,847.0,10.4,Understand,Moderate
List the main components of Cell Biology.,Biology,Cell Biology,67.91,0.68,746.0,506.0,5.7,Remember,Moderate
Compare and contrast the primary approaches to Linear Algebra.,Mathematics,Linear Algebra,52.09,0.52,2446.0,1274.0,7.3,Analyze,Medium
Formulate a hypothesis regarding the future trajectory of Quantum Mechanics.,Physics,Quantum Mechanics,17.75,0.18,1687.0,299.0,23.1,Create,Hard
Differentiate between the theoretical and practical aspects of Thermodynamics.,Physics,Thermodynamics,68.31,0.68,1765.0,1205.0,9.6,Analyze,Moderate
Critique the methodology used to study Probability.,Mathematics,Probability,88.36,0.88,1003.0,886.0,1.7,Evaluate,Easy
Analyze the relationship between Econometrics and related phenomena.,Economics,Econometrics,42.94,0.43,1664.0,714.0,10.6,Analyze,Moderate
Summarize the key findings related to Networking.,Computer Science,Networking,92.4,0.92,1051.0,971.0,2.0,Understand,Easy
Propose a new architecture integrating Evolution.,Biology,Evolution,36.87,0.37,1467.0,540.0,22.5,Create,Hard
Assess the validity of the dominant theory in Discrete Math.,Mathematics,Discrete Math,65.66,0.66,1595.0,1047.0,7.6,Evaluate,Medium
List the main components of Microeconomics.,Economics,Microeconomics,71.13,0.71,941.0,669.0,10.8,Remember,Moderate
Recall the definition of Networking in the context of Computer Science.,Computer Science,Networking,56.7,0.57,1546.0,876.0,10.5,Remember,Moderate
Calculate the expected outcome using principles of Thermodynamics.,Physics,Thermodynamics,33.62,0.34,1187.0,399.0,13.9,Apply,Hard
Execute a procedure based on Ecology guidelines.,Biology,Ecology,56.32,0.56,937.0,527.0,8.9,Apply,Moderate
Discuss the foundational theories of Genetics.,Biology,Genetics,86.39,0.86,1582.0,1366.0,2.6,Understand,Easy
Use the standard model of Linear Algebra to predict future states.,Mathematics,Linear Algebra,43.83,0.44,1349.0,591.0,8.3,Apply,Moderate
Design a novel experiment to further test the boundaries of Evolution.,Biology,Evolution,28.15,0.28,1161.0,326.0,12.3,Create,Hard
Synthesize a new framework combining Cell Biology with external disciplines.,Biology,Cell Biology,16.21,0.16,1049.0,170.0,22.2,Create,Hard
Execute a procedure based on Optimization guidelines.,Mathematics,Optimization,60.37,0.6,1460.0,881.0,9.8,Apply,Medium
Use the standard model of Operating Systems to predict future states.,Computer Science,Operating Systems,17.57,0.18,1018.0,178.0,18.3,Apply,Hard
Deconstruct the arguments surrounding Microeconomics in contemporary literature.,Economics,Microeconomics,48.09,0.48,1175.0,565.0,7.3,Analyze,Medium
Argue the ethical implications of recent discoveries in Ecology.,Biology,Ecology,23.28,0.23,1177.0,274.0,15.1,Evaluate,Hard
Apply the concepts of Probability to a real-world scenario.,Mathematics,Probability,70.39,0.7,765.0,538.0,7.7,Apply,Moderate
Synthesize a new framework combining Algorithms with external disciplines.,Computer Science,Algorithms,58.56,0.59,2068.0,1211.0,10.7,Create,Moderate
Analyze the relationship between Physiology and related phenomena.,Biology,Physiology,43.15,0.43,1176.0,507.0,5.2,Analyze,Moderate
Interpret the significance of Probability in Mathematics.,Mathematics,Probability,85.99,0.86,1314.0,1129.0,3.5,Understand,Easy
Interpret the significance of Microeconomics in Economics.,Economics,Microeconomics,83.12,0.83,687.0,571.0,4.5,Understand,Easy
Calculate the expected outcome using principles of Game Theory.,Economics,Game Theory,65.32,0.65,1517.0,990.0,8.5,Apply,Medium
Discuss the foundational theories of Macroeconomics.,Economics,Macroeconomics,94.37,0.94,1731.0,1633.0,3.3,Understand,Easy
Demonstrate the use of Discrete Math in solving a standard Mathematics problem.,Mathematics,Discrete Math,58.62,0.59,1077.0,631.0,9.2,Apply,Moderate
Develop an innovative algorithm based on Genetics principles.,Biology,Genetics,23.33,0.23,1396.0,325.0,12.4,Create,Hard
Summarize the key findings related to Electromagnetism.,Physics,Electromagnetism,60.35,0.6,1623.0,979.0,10.6,Understand,Moderate
Recall the definition of Linear Algebra in the context of Mathematics.,Mathematics,Linear Algebra,85.68,0.86,1535.0,1315.0,1.8,Remember,Easy
Define the core principles of Genetics.,Biology,Genetics,75.41,0.75,794.0,598.0,2.9,Remember,Easy
Deconstruct the arguments surrounding Electromagnetism in contemporary literature.,Physics,Electromagnetism,12.15,0.12,1148.0,139.0,15.5,Analyze,Hard
Interpret the significance of Classical Mechanics in Physics.,Physics,Classical Mechanics,58.33,0.58,1720.0,1003.0,8.4,Understand,Medium
Explain how Macroeconomics functions in modern applications.,Economics,Macroeconomics,52.71,0.53,1446.0,762.0,6.5,Understand,Medium
List the main components of Evolution.,Biology,Evolution,66.49,0.66,674.0,448.0,7.7,Remember,Moderate
Analyze the relationship between Permutations and the wider Mathematics field.,Mathematics,Permutations,40.91,0.4,2028.0,811.0,14.0,Evaluate,Medium
Discuss the foundational theories of Quantum Mechanics.,Physics,Quantum Mechanics,85.55,0.86,1255.0,1073.0,3.8,Understand,Easy
Identify the key characteristics of Public Finance.,Economics,Public Finance,96.21,0.96,2685.0,2583.0,1.7,Remember,Easy
Recall the definition of Game Theory in the context of Economics.,Economics,Game Theory,53.32,0.53,975.0,519.0,7.4,Remember,Moderate
What are the most common misconceptions about French Revolution?,History,French Revolution,99.62,0.97,1349.0,1308.0,14.0,Understand,Hard
Demonstrate the use of Data Structures in solving a standard Computer Science problem.,Computer Science,Data Structures,60.4,0.6,1659.0,1002.0,6.8,Apply,Moderate
Critique the methodology used to study Algorithms.,Computer Science,Algorithms,13.24,0.13,1446.0,191.0,14.2,Evaluate,Hard
Explain how Discrete Math functions in modern applications.,Mathematics,Discrete Math,64.59,0.65,1232.0,795.0,6.9,Understand,Medium
Apply the concepts of Electromagnetism to a real-world scenario.,Physics,Electromagnetism,55.31,0.55,1371.0,758.0,5.8,Apply,Moderate
Compare and contrast the primary approaches to Macroeconomics.,Economics,Macroeconomics,58.89,0.59,1006.0,592.0,10.0,Analyze,Medium
Synthesize a new framework combining Public Finance with external disciplines.,Economics,Public Finance,57.48,0.57,1395.0,801.0,8.9,Create,Medium
Discuss the foundational theories of Macroeconomics.,Economics,Macroeconomics,94.28,0.94,1464.0,1380.0,1.1,Understand,Easy
Interpret the significance of Linear Algebra in Mathematics.,Mathematics,Linear Algebra,91.59,0.92,1027.0,940.0,1.5,Understand,Easy
Develop an innovative algorithm based on Data Structures principles.,Computer Science,Data Structures,20.1,0.2,1042.0,209.0,23.6,Create,Hard
Execute a procedure based on Ecology guidelines.,Biology,Ecology,58.21,0.58,1997.0,1162.0,5.1,Apply,Moderate
Identify the key characteristics of Calculus.,Mathematics,Calculus,97.09,0.97,2007.0,1948.0,1.3,Remember,Easy
Synthesize a new framework combining Evolution with external disciplines.,Biology,Evolution,62.23,0.62,604.0,375.0,9.5,Create,Medium
Describe the mechanism behind Algorithms.,Computer Science,Algorithms,68.28,0.68,2145.0,1464.0,9.4,Understand,Moderate
Critique a major study or paper regarding Scarcity.,Economics,Scarcity,17.73,0.22,362.0,79.0,18.0,Analyze,Hard
Examine the underlying metrics of Macroeconomics.,Economics,Macroeconomics,96.38,0.96,1082.0,1042.0,2.4,Analyze,Easy
Evaluate the impact of Networking on current technological advancements.,Computer Science,Networking,15.42,0.15,1829.0,281.0,18.1,Evaluate,Hard
State the primary theorem in Discrete Math.,Mathematics,Discrete Math,50.42,0.5,219.0,110.0,7.0,Remember,Moderate
Develop an innovative algorithm based on Physiology principles.,Biology,Physiology,41.45,0.41,1033.0,428.0,8.3,Create,Medium
Interpret the significance of Machine Learning in Computer Science.,Computer Science,Machine Learning,78.7,0.79,811.0,638.0,3.7,Understand,Easy
Explain the concept of Biology - Ecology with a neat labelled diagram wherever necessary and mention its applications.,Science,Biology - Ecology,0.489,43.29,1904.0,824.0,10.0,Evaluate,Hard
Discuss the foundational theories of Machine Learning.,Computer Science,Machine Learning,90.91,0.91,2358.0,2143.0,1.2,Understand,Easy
State the primary theorem in Optics.,Physics,Optics,69.74,0.7,1454.0,1014.0,10.3,Remember,Moderate
Summarize the key findings related to Game Theory.,Economics,Game Theory,65.84,0.66,1142.0,751.0,9.3,Understand,Moderate
Explain how Classical Mechanics functions in modern applications.,Physics,Classical Mechanics,97.65,0.98,1809.0,1766.0,4.0,Understand,Easy
"Describe the experiment to demonstrate Physics - Mechanics including procedure, observation and conclusion.",Science,Physics - Mechanics,0.767,73.76,577.0,426.0,6.0,Apply,Moderate
Evaluate the impact of Cell Biology on current technological advancements.,Biology,Cell Biology,29.02,0.29,1939.0,562.0,12.2,Evaluate,Hard
Assess the validity of the dominant theory in Ecology.,Biology,Ecology,80.19,0.8,930.0,745.0,1.6,Evaluate,Easy
Predict the future trends of Blockchain over the next decade. - Perspective 504,Computer Science,Blockchain,31.72,0.36,1023.0,368.0,1.0,Understand,Hard
Evaluate the impact of Middle Ages on society today.,History,Middle Ages,27.06,0.25,1904.0,476.0,13.0,Analyze,Medium
Argue the ethical implications of recent discoveries in Optimization.,Mathematics,Optimization,49.24,0.49,2183.0,1074.0,10.7,Evaluate,Medium
Identify the key characteristics of Econometrics.,Economics,Econometrics,43.04,0.43,1555.0,669.0,8.7,Remember,Medium
Deconstruct the arguments surrounding Machine Learning in contemporary literature.,Computer Science,Machine Learning,67.88,0.68,1171.0,794.0,6.8,Analyze,Moderate
List the main components of Probability.,Mathematics,Probability,85.61,0.86,1848.0,1582.0,4.2,Remember,Easy
Explain how Machine Learning functions in modern applications.,Computer Science,Machine Learning,64.43,0.64,1478.0,952.0,11.3,Understand,Moderate
Solve a comprehensive problem involving the core principles of Distributed Operating Systems. - Perspective 422,Computer Science,Distributed Operating Systems,27.32,0.32,2145.0,686.0,19.0,Apply,Hard
Execute a procedure based on Discrete Math guidelines.,Mathematics,Discrete Math,60.95,0.61,1135.0,691.0,10.7,Apply,Medium
List the main components of Cell Biology.,Biology,Cell Biology,91.18,0.91,1406.0,1282.0,3.4,Remember,Easy
Propose a new architecture integrating Discrete Math.,Mathematics,Discrete Math,26.83,0.27,2040.0,547.0,13.8,Create,Hard
Critique the methodology used to study Linear Algebra.,Mathematics,Linear Algebra,46.68,0.47,927.0,432.0,8.5,Evaluate,Medium
State the primary theorem in Evolution.,Biology,Evolution,51.36,0.51,1512.0,776.0,9.4,Remember,Moderate
Deconstruct the arguments surrounding Optimization in contemporary literature.,Mathematics,Optimization,56.49,0.56,990.0,559.0,9.1,Analyze,Medium
Describe the mechanism behind Evolution.,Biology,Evolution,58.62,0.59,287.0,168.0,6.8,Understand,Medium
